tweet,subjectivity,polarity,score
" Republicans Boycott GA Runoff!
 
Voter fraud is real and still happening.
Let's show  that we are not Sheeple
Please write in  for the Senate runoff election or boycott the election
Justice will prevail
Thank the Lord",0.3,0.2,Positive
YouTube Link of Today's Voter Fraud Court Hearing in Georgia Is SET TO PRIVATE After Sidney Powell Promoted It -- What the Hell is Going On?  via ,0.375,0,Neutral
Your daily reminder that when they talk about voter fraud it means people of color voting. ,0,0,Neutral
MASSIVE VOTER FRAUD IN PENNSYLVANIA!!StopTheSteal ,1,0,Neutral
  You were involved with committing illegal voter fraud &amp; we have the video!! TreasonAgainstAmerica,0.5,-0.78125,Negative
 Wow. That’s another good reason to dig deep on voter fraud in Georgia!,0.666666667,0.266666667,Positive
" HE'S.  "" GUILTY "" OF TREASON--- 
JUST FOR THE , ----  CHINA--- WEB--- SITE---
NOT-- COUNTING --- VOTER FRAUD---",1,-0.5,Negative
 this 🐂💩 has  nothing  to  do  with voter fraud &amp; A  stolen election !  It  is just a big front ! To hide whats going on in the background. They are destroying evidence while we are all distracted  by this  chaos  And  drama,0.05,-0.1,Negative
"William Shakespeare, an authority on political intrigue, argues for fighting against voter fraud sooner rather than later: King Henry the Sixth, Part III, Scene VIII. Duke of Clarence: “A little fire is quickly trodden out; which, being suffer’d, rivers cannot quench.”",0.275,0.036458333,Positive
      instead of mocking me do some research and listen to the evidence of this overwhelming election and voter fraud .This is a nonpartisan issue everyone should be concerned!! Start with this podcast very powerful!,1,0.634375,Positive
"    I'm misreading nothing.  You demand they show evidence in court of voter fraud, but absolutely zero real evidence was ever provided of Russian interference in the '16 election that changed/altered ONE vote.  

I think i'll survive just fine without your ""eductation"" in lies.",0.425,0.204166667,Positive
"GOP block bills to investigate Russian interference, voter fraud and election security bills. ",0,0,Neutral
 Especially the area where he got more votes than there were registered voters.  Now that sounds like VOTER FRAUD to us. ,0.75,0.25,Positive
"This sort of behavior should  result in criminal charges being brought against these  so-called citizens of this country.
-----------------------------------
Michigan secretary of state says armed protesters gathered outside her home, claiming voter fraud

",0.3,-0.2,Negative
me committing voter fraud on that yeonjun hair color poll,0,0,Neutral
"
Voter fraud! Rigged election! 
(krijg ik nu ook een twitter warning message?)",0,0,Neutral
"I have 1 question to everyone who is asking for ""Voter Fraud Evidence"". WHAT DO YOU  CONSIDER FRAUD EVIDENCE?
 Let's get you on record so when it comes out, you can't say that doesn't matter... truth ",0,0,Neutral
"  Republicans Boycott GA Runoff!
 
Voter fraud is real and still happening.
Let's show  that we are not Sheeple
Please write in  for the Senate runoff election or boycott the election
Justice will prevail
Thank the Lord",0.3,0.2,Positive
 Massive voter fraud,1,0,Neutral
"  In his mind only straight white males are legal votes. Again if they had evidence why is he not taking it to Court, voter fraud can be a felony? He doesn’t take the evidence to Court because their is none and when they go to Court they lose,1-49!",0.4,0.1125,Positive
   Then he should be charged with voter fraud too. That info should be put on a petition to recall him. Only small % needed to get it on the special election ballot.,0.657142857,0.035714286,Positive
"   ... That the Dems benefited from voter fraud?  All I've seen is Trump loyalists asserting that it's possible that ""votes were changed"" so there they must have been... And it was changed for Biden...  Ok...",0.75,0.25,Positive
"    You can embrace drunken testimonies and misleading video clips all you want.  I fully expect you to to.  But that doesn't make what you want to be true, true.  ",0.65,0.35,Positive
"I've been grinding the whole day to update the document about voter fraud, error and negligence. Update coming within 3 days and maybe even tonight",0.4,0.2,Positive
" Batten also said ""plaintiffs dont have standing b/c anyone could've brought this suit... their interests are one and the same as any Georgian voter"". So in effect, voters can't sue, electors cant sue (two are plaintiffs here), and you should've sued before fraud occurred.",0.125,0,Neutral
Sen. Braun Speaks Out On Importance Of Probing Voter Fraud  ,0,0,Neutral
  This whole election needs to be thrown  election officials have taken our election and made it one big biased campaign.Fraud everywhere and secretive ballot dumps and voter machine manipulation on top of their blatant bias to make sure GOP Poll watchers,0.477777778,0.14,Positive
"   If this isn’t proof for voter fraud, then idk what is it🙄",0,0,Neutral
To all the judges not willing to look at the American people cases of voter fraud get ready for sure PINK SLIPS fraud  ElectionIntegrity DemocratsAreCorrupt,0.487777778,0.095,Positive
"Here is a new round of tRUmpVoter analysis, (assuming they voted for tRUmp);  creates several categories of StopTheSteaI nutjobs, but sadly he forgot Donnie “Orange’s” favorite supporter, likely the majority, the poorly educated, white voter. ",0.556818182,-0.057954545,Negative
" Why are you wasting time on this when you still haven't caught the guy in TX who made an unsafe lane change?

Hell, you haven't even caught the garage door pull knot tie-er  

It's too bad there is not something interesting for you to investigate like massive voter fraud",0.722222222,-0.066666667,Negative
 To be clear America. This is an oligarch owned network working feverishly to discredit evidence of mass voter fraud in a national election. Why are they trying SO HARD to influence your opinion?,0.441666667,-0.097222222,Negative
TrumpTerrorism Armed protesters alleging voter fraud surrounded the home of Michigan’s secretary of state ,0,0,Neutral
 Voter fraud is super rampant,0.666666667,0.333333333,Positive
       Hasn't the only proven voter fraud so far been republican? 🤣🤣🤣,1,0.05,Positive
"  Let’s see...deal with it like the Hillary worshippers did? Scream at the sky?
Or like Hillary did—blame everyone but herself for failing to campaign well.
Or like Dems did by making up false allegations and now using voter fraud to steal the election?
Which should we do first? 🤣",0.466666667,-0.075,Negative
     exactly. there is no gd voter fraud.,0.25,0.25,Positive
"     Wow, I’m sure SCOTUS and any lower court would accept pictures of rallies during a pandemic where one side was careful and the other side didn’t give a crap as evidence of voter and election fraud.  Quite a smoking gun you got there. BidenHarris2020 TrumpLostAgain",0.812777778,-0.085,Negative
MASSIVE VOTER FRAUD IN GEORGIA!!! StopTheSteal ,1,0,Neutral
 But let’s not diminish the election fraud &amp; voter suppression perpetrated by the rightwing.  There is a lot of it.,0,0,Neutral
"   I see it as more difficult for criminals to operate, less chance of illegal immigrants being able work and survive outside society, less chance to cheat welfare, less tax fraud due to cash being used for crime and tax evasion, less voter fraud.  Anything you disagreee with?",0.331666667,-0.079166667,Negative
" You personally saw some form of voter fraud, or are you just following what ppl say online ?",0.2,0,Neutral
"  But i see you’re a conspiracy theorist who still thinks there was voter fraud, so facts won’t change your mind.",0,0,Neutral
" So if Hillary or Obama did what Trump is doing now..... How would the Republicans respond.....  Trump went from voter fraud to rigged,..... Why is everyone entertaining this nonsense.  His cases in court are being dismissed or throw out for lack of evidence.  What’s the problem?",0.7,0.5,Positive
 It's just an idea. ,0,0,Neutral
  If there were a way to commit voter fraud and get a way with it the Republicans would have been all over it!!! Dems wouldn’t have a chance and you know it Murray!! It’s obvious the Republicans don’t like democracy anymore!!,0.5,0,Neutral
 If U Don’t even have the cojones to recognize Biden as President Elect How in God’s Name will U recognize him as President; meanwhile DT is AWOL &amp; MIA on Covid-19 as it decimates the country chasing voter fraud ghosts. Shame on you. ,0.9,0.8,Positive
  The supreme court justices including justice Roberts are weak. Judges in our country our weak and won’t take up the voter fraud like they should.,0.625,-0.375,Negative
what is happening with proven voter fraud is more frightening ,0.75,0,Neutral
Analysis | Trump touts misleading video as ‘proof’ of Georgia voter fraud ,0,0,Neutral
  Lol. No voter fraud. ,0.7,0.8,Positive
  Go investigate something. Like voter fraud.,0,0,Neutral
"Trump's claims of voter fraud are 'delusional and dangerous': Former Reagan press secretary  Fake News, Fox. Weinberg never press secretary, just staff, no more qualified to call Trump delusional than 75 million Americans are about Joe Biden",0.6,-0.3375,Negative
 Hey Tootie Rudy. How many court cases have you failed to prove their was voter fraud? You have not proven one case of voter fraud in court...not one!,0.4,-0.0625,Negative
This is the corrupt Georgia Judge that dismissed the case against voter fraud.  He is scared he might piss off Biden suppoters         voterfraud2020 FightBack  freedom ,1,-0.5,Negative
"  If what has happened hasn’t had any effect on them to overturn the voter fraud results, what makes you think they will in the future. Time to act is yesterday!",0.125,0,Neutral
 You should be concerned  about MASSIVE voter fraud in Allen County...and guess who they were cheating for?? Sorry  it does not fit the lunatic narrative of your daddy,0.8,-0.233333333,Negative
President Trump's legal team presents evidence of alleged voter fraud in...  via ,0.15,0.05,Positive
 This is great news for the case against voter fraud!,0.75,1,Positive
"    Well looks alot like voter fraud evidence is just too overwhelming for the world to try and ignore. DOJ, after claiming no evidence, is now investigating evidence 👀👀👁🙈🙉🙊😂🤣😅",1,0.5,Positive
"Who changed the link to ""private""?  Who does not want the American people to know the truth about election fraud? 

YouTube Link of Today's Voter Fraud Court Hearing in Georgia Is SET TO PRIVATE After Sidney Powell Promoted It -- What the Hell is Going On? ",0.25,0,Neutral
   Are you saying voter fraud is unworthy of investigation?,0,0,Neutral
" 
I've called your office multiple times.What are you doing to Expose the rampant Voter Fraud in Georgia?",0,0,Neutral
" The division is coming from a bunch of sore losers, Ted. Not the left. Look at the messaging contrast. You guys are like: MuH VoTeR FrAuD! And the left is actively trying to get control of COVID19. You need to accept defeat and move on like adults.",0.2,-0.083333333,Negative
"    You have zero proof of voter fraud.
Not one ounce of evidence has been verified by any court.",0,0,Neutral
       They have confused recount with the true issue of voter fraud which is not fully corrected on a recount.,0.675,-0.025,Negative
 I’ve been looking for experts on voter fraud and I’m a bit embarrassed to say it just now dawned on me to see what a one hit wonder from the early 2000s thought. Silly me!,0.5875,-0.2625,Negative
Hell ya!!! Voter fraud? You bet! ,0,0,Neutral
" Didn't even address a decimal of the FRAUD ALLEGATIONS.

DIDN'T EVEN QUESTION IT.

Cause that was basically why we want to overturn the votes.

JUDGE DID NOT CARE ABOUT VOTER FRAUD.

WAS MORE CONCERNED ABOUT OVERTURNING TOPIC. 

JOKE!",0.5,0.625,Positive
      Is Elena knowingly lying or is she just a useful idiot? Did she commit fraud and corruption or is she just stupid?,0.6,-0.433333333,Negative
" ""Georgia Senators Our Last Firewall"". I agree! However, I feel Republicans did not do enough and were lazy in creating a ""firewall"" prior to election by avoiding all of these law suits challenging voter fraud in key battleground States.",0.594444444,0.041666667,Positive
If SCOTUS doesn't assist Trump with the voter fraud he can apply the Insurrection Act of 1807. Jefferson and Eisenhower used it.,0,0,Neutral
" Thanks for referring to it as election fraud. Many still calling it “voter fraud” which, in my mind, is only part of the broader election fraud and conjures up an image of something much smaller than what occurred.",0.55,0.175,Positive
"   The FBI is investigating fraud in Maricopa County. Are you implying the FBI are conspiracy theorists? And are you implying this under an FBI post? That isn't very smart.
",0.835714286,0.278571429,Positive
Clear illustration suugests huge voter fraud ,0.641666667,0.25,Positive
  These legislators need to realize that the majority of ppl voted for Trump. To not fully investigate voter fraud and award Trump the win will piss off and set off more ppl than the few loud mouth liberals they are afraid of.  Legislators need yo do their job for the majority,0.54,0.12,Positive
"Twitter adds a comment.  ‘there is very little voter fraud in the US. There has been, but NEVER before like with the mail in ballots being a train wreck of fraudulent ballots and rigged ‘weighted’ voting machines. Twitter lies. ",0.65,-0.24375,Negative
" You're either part of the voter fraud organization that  proudly announced before the election, you're under the influence of the dark matrix",0.7,0.325,Positive
"Dec.7 4PM EST, Joe Biden and Hunter Biden are still criminals !     FACT
$3.5 mill from Russia, for what? China deal? Money laundering, Child trafficking , Voter fraud, Impersonating Pres., logan Act, Blackmail, Bribery, Fraud of funds, wanted in the Ukraine ! Demand their arrest",0,-0.05,Negative
   Voter fraud.,0,0,Neutral
The states with which Rudy Giuliani and Jenna Ellis have been able to provide direct evidence of voter fraud are highlighted in Red. ,0.341666667,0.2,Positive
"As Trump’s Election Fraud Charade Falters, GOP States Turn To Restricting Voter Access  ",0,0,Neutral
"Michigan secretary of state says armed protesters gathered outside her home, claiming voter fraud/ Thugs with Bullhorns ",0.05,0,Neutral
" Except he claims that us believing in voter fraud is “fake news.” 

They were caught on video cheating...I have no idea how much more proof these dense MF’s need. Honestly.",0.8,0.2,Positive
 THIS isnt voter fraud its a coupe arrest and execute all involved if you don't your going against why 73m voted for you,0,-0.05,Negative
"    Good grief. Maybe the Republicans can stand up to a non-existent President (Trumpf) and allow Pres-elect Biden and VP-elect start their transition. Oh, by the way: there. was. no. voter.  fraud. Sheesh.......",0.4,-0.05,Negative
 I guess you are ok with voter fraud as long as you keep your job,0.45,0.225,Positive
" The District Judge in Georgia threw out a Trump lawsuit on Monday due to lack of evidence,also on Monday a Judge threw out “The Kraken”ruling from the bench that there was no evidence of voter fraud presented. You guys are 1-48 in court but you keep believing.",0.375,-0.125,Negative
" There is evidence Russia meddled in US election 2016, there is no evidence of voter fraud in 2020. It's absurd to think we shld not question the integrity of Trump supporters, as he is morally corrupt. It is bad judgement not to call out the Right &amp; to lump all as equally flawed",0.74047619,-0.382857143,Negative
"  So I get that having dead ppl on the books is good for their populist and voter fraud but seriously, Congress is incompetent, dead ppl still getting SS 
Time to withhold your pay until you can work together for the betterment of we the people
Remove ALL dead ppl from the books",0.472222222,-0.097222222,Negative
 How? we voted your man lost and now screaming voter fraud because he lost,0,0,Neutral
" The Left: 💯Caught red handed stealing a Presidential election with massive, overwhelming, voter fraud!
Mine Trumps yours every day! (Pun intended)
😘👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻💩💩💩💩GTFOOH💩💩💩💩💩💩💩💩",0.5,0.1953125,Positive
" Oh, hi, folks! I’m here to tell you that none of this is true. 

Please remember that Trump’s golden boy, Attorney General William Barr, said there was no evidence of voter fraud. Remember? 

So, who you gonna believe? Some smacked ass nobody on Twitter? Or the US Justice Dept?",0.55,0.233333333,Positive
" Ron, Trump himself is one the biggest sources of misinformation &amp; disinformation. He has been planting seeds to undermine losing during the pandemic. When we fact-check him on the topics of the virus &amp; voter fraud, he’s literally the biggest influence for false info.",0.6,-0.4,Negative
 So you can commit voter fraud in the state of Georgia and get away with it!,0,0,Neutral
"Michigan secretary of state says armed protesters gathered outside her home, claiming voter fraud
 AND THESE MORONS HAVE GUNS.  PUT EVERYONE OF THEM IN JAIL, SO WE CAN HAVE NORMALCY BACK.  They are demented and plain pathetic.",0.401190476,-0.352380952,Negative
 I understand Lindsey Graham is to be investigated for calling the GA SOS. Shouldn't DonnietheDunce actions require the same. Voter or Election fraud DEMANDS jail time!,0.0625,-0.0625,Negative
 Mr. President.....if SCOTUS doesn't help you with voter fraud use the Insurrection Act of 1807. Eisenhower and Jefferson used it.,0,0,Neutral
"Michigan secretary of state says armed protesters gathered outside her home, claiming voter fraud
 ⁦⁩  You arrogant piece of garbage. Pray that nothing happens to her. ⁦⁩ ⁦⁩",0.05,0,Neutral
"   Nothingelsematters ...Not facts, proof, judges rulings, recounts, even 2 recounts...Just what Trump says, baseless claims of ""wide spread voter fraud"".",0.4,-0.1,Negative
U wil c Supreme Court voter fraud on joe Biden ,0,0,Neutral
 He can also invoke the Insurrection Act...that's not that murky at all. The MSM would have nobody to blame but themselves since you've ignored pretty much any truths regarding Trump or voter fraud or a corrupt Biden. Instead cheering phony Russian bs &amp; a sham impeachment.,0.5,-0.05,Negative
"On the topic of disinformation and who spreads it, take a look at this other Harvard Law study, which found Trump &amp; other GOP elites were responsible for spreading disinfo about mail-in voter fraud, and that mainstream media amplified it. 
",0.433333333,-0.016666667,Negative
"please watch, retweet and/or favorite this worthy and worthwhile YouTube video: Rudy Giuliani’s Star Voter Fraud Witness at Michigan Hearing | NowThis ",0.833333333,0.444444444,Positive
MOST of the Senate Republicans are still trying to placate lying dicktator Trump about his false claims that he lost because there was mass voter fraud.......what a bunch of cowardly corrupt power hungry individuals.,0.7,-0.133333333,Negative
"   Trump wins 2016: Russians, Wiki leaks, pee pee tapes...all legit.
Now imagine if Trump had won. You know any rumor, irregularity, voter machine company tie to foreign leaders, media bias/censorship, and whisper of fraud would be investigated by Democrats. 
Don’t be one sided.",0.1625,0.0875,Positive
"The accused should not be in charge of the evidence room to show the prosecution what it has on him. But,, this is exactly what's happening with the voter fraud!",0.25,0.3125,Positive
" And if they didn’t like the voters intent, they just change it! I cry foul! Adjudication is a farce! It is a “fraud made legal” tactic. It should be banned! You will notice, their “adjudication” doesn’t require them to call the voter, for intent. .",0.35,-0.125,Negative
"  On 1/21/21 the poll workers in the swing states should file a billion dollar lawsuit for slander against  +  for repeatedly contending, without any proof, that they participated in widespread voter fraud.  To rescue their reputations.    ",0,0,Neutral
 Has there been any evidence of voter fraud? It appears so (much). Is it possible that fraud can happen in America.  Does the devil walk the earth seeking whom he can devour?,1,0,Neutral
"So newt is trending about election fraud bc ... hiding what is actually happening in Vatican City re: money &amp; voter data laundering with say ... Kilimnik ? 

Btw has professor mifsud been located yet? ",0.1,0,Neutral
" You refuse to denounce fake claims of ""voter fraud"".

You are against the democratic process.  

You should be ashamed.",1,-0.5,Negative
"  Oh, hi, folks! I’m here to tell you that none of this is true. 

Please remember that Trump’s golden boy, Attorney General William Barr, said there was no evidence of voter fraud. Remember? 

So, who you gonna believe? Some smacked ass nobody on Twitter? Or the US Justice Dept?",0.55,0.233333333,Positive
Tell prosecutors to charge Lindsey Graham after he was caught plotting voter fraud! care2 ,0,0,Neutral
"Rudy Giuliani tested positive for COVID-19, soon after the Trump attorney traveled across the country to push unsubstantiated claims of voter fraud.  via ",0.545454545,0.227272727,Positive
  It's amazing how so many falling for bad machines or whatever. This is the first election there's been a problem and so many people screaming voter fraud. People better learn to lead and not be deceived or follow anything.  It's a joke😂 not going to be able to change it. Move on,0.575,0.307142857,Positive
"    you're only sore because you lost, if Democrats could get away with voter fraud, they've never let Trump win back in '16 in the first place",0.433333333,0.2625,Positive
"   Republicans Boycott GA Runoff!
 
Voter fraud is real and still happening.
Let's show  that we are not Sheeple
Please write in  for the Senate runoff election or boycott the election
Justice will prevail
Thank the Lord",0.3,0.2,Positive
 Them same states have the voter fraud problem and rioting. Democratic plan actually worked,0.1125,0,Neutral
"that means the Fbi is destroying all evidence of voter fraud.  Just like dnc server, hunters laptop, Comey &amp; 30fbi agents, all evidence on Epstein, Hillary, Huma.  Name IT FBI is who shreds evidence &amp; GETS AWAY WITH IT ",0,-0.2,Negative
VOTER FRAUD AND SUPPRESSION!  where you at with the outrage????? ,0,0,Neutral
" Why, you’re okay with voter fraud?!  You shouldn’t be...",0.5,0.625,Positive
"  If voter fraud was so clear, the courts wouldn't be throwing out the cases. 1-44, and counting.",0.383333333,0.1,Positive
" Mattie let it go,,just like voter fraud,,your feeder lost,,so get some GOOP. Lets talk about HIDING covid cases in Florida,,sure you'll run for Governor of your state. Riding High as hell on your hobby horse,,,Daddy so proud of you!",0.77,0.58,Positive
" Every day that you keep this up makes you look like a spoiled child,  be a man, and just accept your loss and move on.   You are slowly losing your supporters because this false voter fraud fight is making you look weak, you yes men are only telling you what you want to hear.",0.65625,-0.26875,Negative
 Take a listen to Sidney Powells ciurt hearing in Ga. Today concerning voter fraud us voters want answers,0,0,Neutral
" The problem with these post-election cases(apart from plaintiffs w/o standing, mootness, and laches), is various plaintiffs' counsel have alleged voter fraud in their papers, but have either withdrawn those claims of fraud in court or have presented no admissible evidence.",0.3,-0.05,Negative
" Can you imagine videotaping yourself
 committing a crime so blatant, reprehensible,
 and punishable?

These people in Atlanta need to be taught
 what justice and voter fraud charges look like.",0.5,-0.5,Negative
"Voter fraud in states where majority of riots happened. Also democratic ran , lockdown and high covid numbers. I told y’all year was designed to keep u at home to vote so democrats could steal the election. Chinese created for democrats and media sold to the people.",0.27,0.08,Positive
     Very intelligent aren’t you ??? Typical trumpet always trying to degrade people that do not agreed with your stupidity 😂 I thought AG Barr was your man too ???? WELL HE ALSO TESTIFIED THAT HE AND THE JUSTICE DEPT DID NOT FIND ANY VOTER FRAUD AT ALL NONE NADA NINGUNA NOTHING,0.833333333,0.077777778,Positive
"   It’s very pathetic to just turn your cheek on voter fraud because yr anti Trump.

It’s about fair elections, and the Supreme Court has to cooperate. 

I’ll be here when Trump wins, love you.",0.675,0.125,Positive
"""They Didn't Disqualify a Single Ballot"" - MICHIGAN WITNESS Claims He Also saw Systemic Voter Fraud in Detroit (Video) via  ",0.214285714,-0.071428571,Negative
  Biden will be a illegitimate president by voter fraud if he gets in and if you can’t see that you need to go seek help! But my faith remains strong! God will have the last word and President Trump will be our president! God will prevail all in good time! Keep the faith 🇺🇸,0.466666667,0.472222222,Positive
  Same thing for Biden I haven't heard him refuting any claims of voter fraud. You'd think if you won fair and square you'd stop talking about Covid every day and speak up.,0.5125,0.35,Positive
Giuliani may have been spreading more than baseless voter fraud conspiracies ,0.5,0.5,Positive
  I think Bill Barr has bigger problems than this right now. Liking keeping his job after not being able to manufacture voter fraud proof.,0.553571429,0.261904762,Positive
"If  you ever needed to,  GROW A SPINE and fight this voter fraud crap ... ",0.8,-0.8,Negative
Postal voting fraud fixed it for Labour in Peterboro &amp; Mayor election &amp; after what has just taken place in America we should expect it to be used particularly if Voter ID is introduced. The two have to be fixed together. ,0.244444444,0.122222222,Positive
     ,0,0,Neutral
Breaking news: Pennsylvania Election voter fraud case - PA Rep Schemel and PA Senator Ward Join Rep Mike Kelly's lawsuit in an Amicus Brief Regarding Mail-in Ballot Case  ,0.333333333,0,Neutral
 Massive voter fraud denies the America people their constitutional rights to “tee elections  &amp; a free America !,0.9,0.25,Positive
  Yeah and there was only voter fraud in states that Biden won. You must be a member of the Flat Earth Society,0.5625,-0.0125,Negative
"Anyone else memba  exposing voter fraud in 2012?? And  still isn't verified.
Watch "" : Jim Moran's (D-Va.) Field Director Conspires to Commit Voter Fraud, Forge Docs"" on YouTube ",0,0,Neutral
" well sir I see you were purchased by Staci Abrams, prove america wrong and do what's right, voter fraud is a crime and you are complicit in the GA elections video of what took place and dominion counting all votes as blue!",0.511904762,-0.071428571,Negative
Joe Biden says he's built most extensive voter fraud org in history  via ,0.416666667,0.25,Positive
"  Dude I'm from New Orleans 

Voter fraud is as common as rain. 

Me and my family joke about it all the time",0.477272727,-0.081818182,Negative
" Nothing, there is no evidence of voter fraud after three counts and the courts threw out all your people's cases.",0,0,Neutral
"   Good points. But those who are still asleep.
Will not understand.

In my view.

Trump needed a way to bypass the MSM during this time.
They have money.

That could have been used to distribute voter fraud evidence directly to the people.",0.5,0.4,Positive
Sign this petition to support President Trump and stop voter fraud! Retweet if you agree! AMACforAmerica    MAGA StopTheSteal  ,0,0,Neutral
"Michigan Secretary of State Jocelyn Benson's home picketed by armed 'Stop the Steal' protesters alleging voter fraud - The Washington Post

This is absurd. This is dangerous. There was no steal. Trump threatens our democracy. GOP is silent and complicit.  ",0.666666667,-0.366666667,Negative
" How do you come up with this stuff? You have to be really smart to come up with this level of stupidity. There is evidence of voter fraud. Would you like us to just say, “Eh, let’s just hope it doesn’t happen again in 2024!”",0.821428571,-0.267857143,Negative
